item_id,location_id,customer_id,sale_date,units_sold,total_sales_value
p-3,l-25,c-88,2025-11-25,17,56.22
p-4,l-31,c-81,2023-07-25,6,26.71
p-39,l-35,c-139,2025-01-03,14,44.11
p-27,l-1,c-74,2024-12-15,15,24.7
p-27,l-40,c-157,2024-06-20,17,107.04
p-14,l-24,c-182,2025-05-28,9,37.57
p-21,l-6,c-122,2024-12-28,3,8.21
p-16,l-33,c-69,2025-08-23,15,21.6
p-7,l-10,c-2,2023-02-24,19,33.21
p-48,l-32,c-111,2024-07-03,2,3.25
p-26,l-19,c-116,2023-10-21,5,46.21
p-5,l-5,c-117,2025-01-25,1,3.58
p-5,l-26,c-191,2025-01-01,16,78.99
p-42,l-50,c-168,2024-07-25,2,13.26
p-19,l-37,c-140,2025-07-11,20,177.36
p-43,l-45,c-133,2024-08-08,10,40.68
p-48,l-44,c-91,2024-03-09,2,13.15
p-50,l-6,c-43,2023-05-23,16,139.8
p-48,l-14,c-46,2025-03-04,11,55.14
p-29,l-6,c-146,2025-02-20,17,50.97
p-26,l-43,c-31,2024-10-22,12,76.79
p-32,l-40,c-27,2023-05-19,10,56.16
p-19,l-16,c-25,2025-02-06,1,2.84
p-30,l-40,c-35,2025-07-23,2,14.47
p-50,l-21,c-161,2025-02-24,19,103.09
p-45,l-42,c-4,2024-07-27,12,71.68
p-22,l-27,c-40,2023-08-09,7,7.79
p-14,l-14,c-74,2023-03-12,2,2.21
p-31,l-43,c-170,2024-11-19,20,160.64
p-4,l-47,c-118,2025-11-01,8,72.96
p-31,l-16,c-113,2023-07-24,16,124.01
p-39,l-46,c-60,2023-10-13,6,56.61
p-31,l-23,c-118,2025-07-17,20,111.29
p-30,l-29,c-30,2024-07-16,4,14.64
p-5,l-12,c-76,2023-10-02,7,30.09
p-24,l-50,c-31,2025-07-07,11,67.22
p-37,l-26,c-60,2023-06-26,2,2.32
p-33,l-6,c-25,2024-08-05,15,115.09
p-37,l-35,c-190,2023-05-17,8,67.07
p-20,l-16,c-159,2023-06-27,5,12.26
p-26,l-26,c-5,2024-05-15,1,2.79
p-50,l-36,c-141,2024-11-10,6,27.91
p-39,l-37,c-93,2023-03-29,7,21.49
p-11,l-8,c-5,2023-02-10,10,39.22
p-13,l-11,c-180,2023-10-19,12,57.71
p-26,l-19,c-18,2024-09-04,17,114.57
p-43,l-18,c-34,2025-03-07,3,12.58
p-23,l-31,c-53,2024-05-07,2,12.86
p-2,l-35,c-68,2023-02-28,5,8.16
p-33,l-12,c-31,2024-03-22,20,183.09
p-30,l-41,c-38,2025-06-17,2,17.79
p-49,l-9,c-49,2023-04-13,3,21.62
p-49,l-18,c-127,2024-11-01,16,148.76
p-28,l-10,c-131,2025-11-20,17,98.5
p-29,l-28,c-127,2024-11-10,12,91.72
p-24,l-18,c-84,2024-07-08,8,78.25
p-2,l-48,c-106,2023-12-06,3,23.57
p-15,l-39,c-149,2025-01-12,9,43.71
p-36,l-22,c-86,2023-04-25,19,83.6
p-26,l-35,c-85,2025-09-16,3,20.26
p-30,l-20,c-16,2024-03-06,20,143.31
p-21,l-17,c-120,2023-03-10,19,153.82
p-14,l-46,c-140,2023-11-28,12,100.81
p-31,l-36,c-98,2025-02-24,12,28.31
p-31,l-48,c-152,2023-03-03,11,38.61
p-12,l-36,c-126,2025-01-13,10,66.73
p-48,l-1,c-21,2023-09-16,14,62.41
p-12,l-19,c-112,2023-01-25,10,77.07
p-38,l-40,c-45,2025-12-08,16,50.83
p-38,l-1,c-177,2024-01-29,16,126.42
p-50,l-1,c-37,2025-11-05,12,103.8
p-39,l-43,c-35,2024-01-20,13,13.15
p-13,l-2,c-87,2025-08-19,19,110.57
p-42,l-22,c-75,2023-12-13,10,68.61
p-24,l-30,c-28,2025-11-13,6,26.26
p-18,l-13,c-180,2025-11-02,13,64.98
p-22,l-14,c-172,2025-08-22,7,21.29
p-44,l-9,c-179,2024-11-13,15,76.28
p-27,l-14,c-73,2023-08-22,3,5.72
p-34,l-34,c-2,2023-01-08,18,71.41
p-22,l-2,c-79,2024-07-09,5,44.32
p-41,l-31,c-24,2025-07-06,19,98.74
p-13,l-6,c-109,2023-11-19,19,107.29
p-25,l-44,c-62,2025-11-08,13,27.49
p-22,l-22,c-193,2024-11-29,8,24.85
p-30,l-28,c-15,2025-01-02,1,2.05
p-46,l-1,c-145,2024-09-29,16,22.9
p-6,l-20,c-116,2025-01-19,6,50.1
p-33,l-4,c-163,2024-05-27,4,7.91
p-21,l-8,c-59,2023-04-16,16,44.48
p-5,l-42,c-93,2024-07-07,13,62.3
p-2,l-2,c-157,2025-01-23,19,156.82
p-44,l-2,c-119,2023-09-13,17,71.14
p-25,l-47,c-33,2024-09-22,10,28.41
p-48,l-46,c-101,2025-06-28,2,10.87
p-24,l-49,c-15,2024-06-02,10,37.43
p-9,l-14,c-175,2025-08-23,20,39.38
p-21,l-43,c-65,2023-12-10,12,52.21
p-36,l-8,c-89,2023-08-01,10,89
p-33,l-3,c-175,2025-05-05,12,49.83
p-40,l-36,c-92,2025-09-15,14,36.01
p-33,l-48,c-64,2024-04-07,12,81.62
p-33,l-43,c-102,2025-08-26,15,73.65
p-27,l-6,c-3,2025-04-22,18,31.08
p-6,l-13,c-119,2024-07-15,20,151.29
p-13,l-15,c-100,2025-06-20,14,43.1
p-16,l-28,c-55,2024-10-12,3,21.25
p-19,l-8,c-160,2024-05-15,12,20.77
p-25,l-15,c-106,2025-07-13,10,17.63
p-19,l-17,c-106,2023-05-12,11,34.49
p-47,l-25,c-137,2025-01-20,4,8.09
p-48,l-20,c-169,2025-03-05,2,11.97
p-23,l-13,c-123,2024-07-25,8,60.54
p-41,l-6,c-149,2025-03-27,20,165.29
p-6,l-33,c-85,2025-05-08,13,128.73
p-46,l-35,c-125,2023-04-24,17,79.32
p-11,l-3,c-169,2023-02-27,17,114.31
p-28,l-43,c-42,2023-03-29,20,69.12
p-30,l-35,c-86,2025-12-31,16,111.11
p-9,l-50,c-62,2023-02-05,18,53.01
p-19,l-9,c-167,2023-02-11,6,29.47
p-24,l-29,c-77,2024-11-03,3,3.66
p-41,l-11,c-67,2025-12-09,18,110.38
p-5,l-25,c-45,2024-10-21,1,1.25
p-13,l-6,c-121,2023-11-07,7,31.41
p-37,l-17,c-168,2025-12-03,18,48.41
p-37,l-9,c-170,2023-03-18,14,135.4
p-6,l-19,c-57,2024-10-24,6,47.92
p-49,l-43,c-124,2023-09-11,10,52.01
p-50,l-42,c-69,2024-08-03,20,170.19
p-1,l-31,c-61,2024-11-03,6,20.37
p-49,l-1,c-140,2023-08-02,4,31.58
p-17,l-23,c-1,2024-06-29,14,130.29
p-39,l-47,c-115,2024-08-13,11,90.15
p-28,l-12,c-124,2023-12-29,2,7.83
p-38,l-12,c-102,2024-01-05,19,53.71
p-38,l-39,c-194,2024-12-07,8,75.39
p-40,l-29,c-137,2024-03-11,14,112.35
p-4,l-39,c-76,2024-07-22,13,96.13
p-49,l-36,c-186,2023-07-29,2,11.81
p-31,l-17,c-191,2025-01-31,2,7.62
p-12,l-29,c-119,2025-05-29,10,59.98
p-13,l-39,c-127,2024-04-24,18,152.89
p-34,l-7,c-155,2025-04-04,3,17.79
p-42,l-8,c-137,2023-07-11,19,100.64
p-20,l-48,c-27,2025-04-26,18,94.05
p-38,l-46,c-71,2025-01-12,5,35.94
p-48,l-40,c-157,2024-02-22,15,34.02
p-48,l-36,c-166,2023-06-18,1,7.3
p-48,l-34,c-20,2023-04-21,20,111.93
p-11,l-23,c-38,2024-09-10,1,6.52
p-6,l-25,c-81,2025-12-29,11,36.46
p-15,l-37,c-70,2025-08-18,5,29.31
p-31,l-16,c-49,2024-08-29,12,74.12
p-16,l-47,c-29,2024-10-17,14,35.27
p-41,l-1,c-10,2024-03-14,10,50.08
p-31,l-28,c-28,2025-06-25,18,61.46
p-1,l-21,c-23,2024-04-15,20,136.91
p-50,l-12,c-9,2025-10-27,6,56.36
p-12,l-12,c-183,2024-04-10,4,14.71
p-29,l-28,c-10,2025-03-19,16,110.62
p-5,l-12,c-112,2023-04-08,16,108.32
p-25,l-24,c-140,2023-02-02,7,16.93
p-36,l-42,c-19,2024-08-15,12,19.45
p-47,l-36,c-186,2024-12-30,13,67.8
p-47,l-26,c-8,2023-08-10,18,80.6
p-5,l-19,c-104,2024-09-09,2,5.09
p-6,l-9,c-193,2025-12-21,15,95.49
p-8,l-29,c-143,2023-03-28,7,36.71
p-41,l-9,c-139,2025-08-28,8,13.33
p-25,l-1,c-141,2024-02-23,13,127.92
p-20,l-22,c-6,2023-11-03,9,14.49
p-27,l-14,c-73,2025-07-10,7,7.14
p-33,l-4,c-145,2023-08-29,12,49.27
p-46,l-41,c-105,2023-06-07,20,52.71
p-22,l-41,c-36,2023-06-18,4,35.19
p-27,l-5,c-170,2023-10-12,8,52.05
p-3,l-32,c-7,2024-09-29,10,61.3
p-42,l-6,c-82,2025-12-04,3,9.49
p-15,l-14,c-90,2024-09-12,2,8.54
p-37,l-35,c-127,2025-08-23,9,53.57
p-9,l-22,c-58,2023-08-29,3,26.59
p-6,l-24,c-79,2024-06-10,14,63.93
p-33,l-29,c-166,2025-05-14,12,41.76
p-29,l-28,c-116,2024-01-27,7,46.24
p-5,l-13,c-149,2025-03-27,5,47.12
p-2,l-39,c-180,2023-07-10,11,18.7
p-22,l-40,c-78,2024-09-05,10,72.57
p-41,l-10,c-160,2024-10-16,12,105.87
p-37,l-40,c-96,2024-07-03,15,133.99
p-5,l-45,c-114,2023-03-14,2,15.15
p-28,l-26,c-88,2025-01-06,12,31.5
p-3,l-3,c-199,2024-08-22,17,45.19
p-20,l-44,c-3,2023-07-23,19,95.43
p-5,l-18,c-15,2025-11-06,16,121.72
p-23,l-28,c-67,2023-09-19,9,73.77
p-1,l-1,c-9,2024-01-04,15,116.93
p-3,l-36,c-195,2023-06-07,9,73.05
p-32,l-20,c-53,2023-06-19,10,85.12
p-16,l-11,c-43,2025-11-03,7,12.43
p-10,l-10,c-84,2025-06-11,11,79.6
p-38,l-43,c-47,2024-11-17,6,11.2
p-14,l-14,c-114,2025-03-31,12,25.49
p-22,l-46,c-168,2024-08-18,8,56.16
p-23,l-25,c-48,2025-05-23,14,15.39
p-34,l-33,c-88,2024-02-20,1,2.59
p-37,l-10,c-187,2023-03-01,12,20.77
p-19,l-47,c-53,2025-11-02,4,33.78
p-36,l-24,c-36,2023-03-22,5,37.78
p-36,l-23,c-182,2024-07-26,11,77.84
p-3,l-19,c-110,2025-09-06,7,69.01
p-16,l-45,c-173,2023-04-12,5,17.75
p-11,l-18,c-131,2025-01-17,14,75.6
p-37,l-23,c-80,2023-05-24,11,86.05
p-22,l-37,c-9,2024-04-28,19,33.04
p-22,l-24,c-168,2024-11-13,15,77.11
p-19,l-35,c-56,2024-09-05,1,2.73
p-16,l-11,c-1,2024-06-06,1,9.6
p-32,l-48,c-124,2025-08-03,12,98.43
p-32,l-34,c-12,2024-08-06,11,67.32
p-11,l-26,c-165,2025-07-02,1,5.61
p-37,l-4,c-66,2025-09-05,16,50.64
p-1,l-5,c-198,2025-01-23,19,178.65
p-35,l-4,c-172,2025-02-07,13,127.33
p-16,l-9,c-117,2023-08-04,13,67.1
p-15,l-22,c-64,2023-06-20,18,92.28
p-20,l-39,c-168,2023-08-01,2,17.19
p-30,l-31,c-179,2025-11-28,1,6.76
p-32,l-5,c-78,2023-02-15,12,28.58
p-42,l-1,c-44,2025-01-17,2,8.73
p-21,l-5,c-126,2025-09-04,15,90.78
p-2,l-42,c-32,2024-02-14,8,47.57
p-19,l-40,c-5,2023-12-01,4,35.01
p-28,l-7,c-97,2023-12-17,17,161.88
p-33,l-44,c-52,2024-06-16,19,168.04
p-46,l-22,c-86,2024-10-08,9,39.54
p-8,l-26,c-152,2025-08-13,13,75.46
p-23,l-10,c-85,2025-05-01,7,50.26
p-8,l-34,c-105,2025-10-26,14,38.98
p-34,l-31,c-136,2025-07-23,20,38.1
p-49,l-46,c-193,2024-09-06,13,121.96
p-41,l-29,c-97,2024-10-13,6,11.18
p-22,l-32,c-86,2024-06-04,12,58.83
p-32,l-29,c-173,2024-10-15,20,34.36
p-33,l-15,c-141,2024-05-04,19,104.08
p-17,l-10,c-17,2025-09-11,16,65.5
p-10,l-9,c-144,2023-05-16,7,38.19
p-31,l-28,c-160,2025-09-11,15,26.23
p-14,l-20,c-189,2024-05-17,7,46.6
p-27,l-40,c-156,2023-06-08,16,143.85
p-29,l-11,c-98,2024-11-23,8,37.11
p-10,l-33,c-84,2025-11-19,4,32.48
p-33,l-39,c-32,2025-12-08,1,6.36
p-46,l-31,c-105,2025-09-23,19,23.77
p-18,l-32,c-83,2024-04-30,5,48.09
p-39,l-38,c-67,2024-07-28,6,6.66
p-21,l-32,c-129,2025-12-01,10,62.32
p-40,l-27,c-183,2023-11-26,2,8.25
p-39,l-8,c-155,2025-07-16,15,111.58
p-46,l-5,c-62,2023-02-09,1,4.76
p-18,l-6,c-144,2025-08-15,11,76.25
p-17,l-31,c-156,2025-07-04,11,76.94
p-29,l-9,c-84,2024-06-25,10,51.48
p-32,l-13,c-74,2024-04-21,20,85.24
p-23,l-5,c-112,2024-03-11,16,157.92
p-3,l-15,c-170,2025-08-12,7,25.13
p-23,l-50,c-166,2025-04-12,20,27.49
p-5,l-28,c-160,2023-12-16,17,79.85
p-31,l-30,c-83,2023-07-30,14,31.74
p-40,l-3,c-124,2024-11-21,7,52.67
p-24,l-34,c-106,2025-02-15,11,90.26
p-7,l-49,c-22,2024-02-17,3,6.83
p-34,l-13,c-67,2024-04-01,3,28.78
p-34,l-9,c-182,2025-12-03,14,81.53
p-44,l-39,c-67,2023-02-04,10,13.65
p-35,l-11,c-134,2023-03-24,2,2.63
p-28,l-13,c-93,2025-09-14,3,9.41
p-10,l-22,c-97,2025-12-16,10,65.62
p-44,l-24,c-21,2023-06-18,2,3.09
p-23,l-42,c-172,2024-08-06,2,10.6
p-30,l-25,c-15,2023-05-17,8,24.56
p-25,l-20,c-196,2025-12-04,12,28.45
p-50,l-13,c-182,2025-09-26,7,34.62
p-29,l-43,c-58,2023-02-23,16,157.36
p-10,l-32,c-158,2024-04-26,3,23.42
p-29,l-44,c-128,2024-10-08,17,112.43
p-35,l-46,c-38,2023-02-17,17,117.75
p-48,l-48,c-183,2025-09-06,20,34.22
p-50,l-33,c-8,2025-01-18,12,100.74
p-7,l-47,c-15,2025-01-14,17,134.86
p-46,l-41,c-141,2023-07-31,11,36.28
p-36,l-9,c-100,2023-04-25,10,90.87
p-50,l-16,c-24,2024-12-06,5,31.43
p-10,l-6,c-22,2023-04-09,4,23.96
p-29,l-21,c-123,2025-06-20,1,1.4
p-7,l-50,c-94,2023-12-05,1,7.99
p-10,l-15,c-186,2024-07-29,18,135.22
p-13,l-2,c-141,2025-12-25,2,6.12
p-32,l-21,c-175,2025-12-26,3,12.5
p-13,l-49,c-80,2024-12-11,9,87.32
p-26,l-13,c-32,2025-01-13,12,97.03
p-27,l-42,c-13,2024-01-01,10,97.58
p-41,l-25,c-119,2023-06-24,6,46.88
p-10,l-17,c-82,2024-10-05,4,27.84
p-48,l-10,c-59,2024-05-28,9,82.81
p-7,l-21,c-197,2025-09-25,5,28.24
p-37,l-47,c-12,2024-11-18,10,71.87
p-20,l-15,c-111,2024-05-12,19,68.4
p-42,l-33,c-173,2023-03-22,1,7.51
p-3,l-15,c-37,2024-04-16,6,9.86
p-45,l-48,c-64,2024-08-31,12,43.86
p-25,l-36,c-35,2024-09-29,8,71.03
p-5,l-36,c-187,2025-06-14,15,80.65
p-30,l-29,c-176,2025-01-22,13,27.44
p-15,l-12,c-194,2023-05-19,12,20.98
p-50,l-38,c-52,2024-12-02,13,50.73
p-21,l-20,c-116,2024-12-17,1,9.65
p-25,l-12,c-36,2023-08-22,16,56.12
p-6,l-16,c-29,2025-02-02,10,31.6
p-7,l-39,c-18,2024-03-31,16,52.2
p-35,l-41,c-157,2024-12-20,19,133.95
p-8,l-15,c-195,2024-07-06,8,68.01
p-25,l-30,c-56,2024-03-26,8,34.83
p-49,l-4,c-36,2023-07-06,6,24.48
p-17,l-46,c-99,2025-08-17,14,51.51
p-41,l-19,c-107,2023-11-25,17,128.4
p-22,l-7,c-175,2024-02-21,11,105
p-31,l-9,c-68,2024-07-13,7,69.24
p-24,l-17,c-2,2025-05-17,5,16.81
p-37,l-43,c-20,2025-02-28,3,29.05
p-42,l-12,c-184,2024-02-26,4,34.86
p-27,l-45,c-166,2023-02-06,18,102.4
p-13,l-35,c-131,2025-01-19,14,25.03
p-12,l-33,c-60,2023-05-08,6,53.25
p-2,l-6,c-90,2025-02-12,4,14.92
p-30,l-25,c-87,2023-03-19,4,24.33
p-16,l-31,c-91,2024-02-04,9,77.73
p-49,l-6,c-30,2024-04-12,5,29.51
p-49,l-32,c-19,2025-06-08,3,7.48
p-3,l-11,c-169,2024-09-21,16,59.34
p-41,l-40,c-103,2024-02-22,11,52.2
p-27,l-28,c-163,2023-02-03,6,9.01
p-2,l-48,c-55,2023-05-30,17,139.77
p-15,l-30,c-189,2023-12-18,17,75.64
p-40,l-28,c-72,2025-09-11,3,6.84
p-47,l-35,c-169,2024-04-01,4,36.37
p-23,l-5,c-58,2025-07-21,2,4.99
p-14,l-17,c-25,2023-05-20,7,25.45
p-29,l-47,c-147,2025-12-23,10,28.61
p-10,l-18,c-143,2024-09-03,16,22.57
p-17,l-19,c-144,2023-01-06,6,52.67
p-9,l-39,c-116,2025-03-11,18,80.84
p-13,l-3,c-21,2023-09-25,1,5.38
p-4,l-40,c-20,2025-12-15,19,120.81
p-47,l-49,c-57,2025-10-16,3,17.24
p-33,l-25,c-150,2025-05-06,14,79.29
p-39,l-30,c-89,2024-06-01,15,34.34
p-43,l-1,c-81,2024-08-26,13,67.1
p-10,l-33,c-56,2025-08-17,15,128.46
p-40,l-9,c-4,2024-06-11,13,114.67
p-8,l-14,c-150,2024-02-24,15,53.51
p-28,l-26,c-41,2023-06-13,8,42.79
p-6,l-7,c-48,2024-06-20,5,15.44
p-10,l-14,c-126,2025-05-13,5,43.7
p-47,l-20,c-159,2025-11-10,5,28.88
p-23,l-25,c-190,2023-07-23,15,40.37
p-34,l-37,c-74,2025-01-10,4,6.31
p-3,l-21,c-72,2024-10-17,13,57.08
p-9,l-28,c-182,2023-07-18,12,114.81
p-6,l-40,c-153,2024-08-26,15,107.09
p-20,l-34,c-116,2024-10-27,7,62.99
p-12,l-23,c-19,2024-11-21,1,3.07
p-5,l-24,c-24,2023-09-01,6,46.24
p-23,l-30,c-197,2025-11-11,9,43.37
p-9,l-45,c-196,2025-09-08,12,69.48
p-4,l-18,c-48,2025-04-16,11,39.28
p-28,l-45,c-20,2025-07-27,9,31.89
p-49,l-11,c-200,2024-03-20,18,108
p-14,l-30,c-44,2024-04-27,19,157.43
p-38,l-34,c-144,2025-04-13,10,35.88
p-41,l-39,c-92,2025-10-20,7,69.73
p-43,l-47,c-165,2023-01-24,13,55.4
p-30,l-50,c-32,2024-07-09,2,6.44
p-32,l-28,c-47,2025-06-04,6,47.49
p-29,l-12,c-112,2024-02-20,5,33.16
p-46,l-29,c-60,2023-09-15,1,5.18
p-27,l-29,c-135,2023-04-19,17,119.54
p-4,l-9,c-15,2024-12-02,8,72.32
p-12,l-42,c-150,2025-10-17,15,113.64
p-5,l-46,c-76,2025-05-26,19,108.31
p-4,l-38,c-97,2024-03-30,18,129.83
p-44,l-45,c-102,2024-05-22,16,80.38
p-22,l-41,c-94,2023-06-05,14,85.76
p-43,l-46,c-119,2023-02-18,15,20.03
p-2,l-32,c-82,2025-08-14,3,20.55
p-2,l-8,c-44,2025-04-16,18,179.75
p-2,l-2,c-20,2023-07-01,20,99.3
p-4,l-33,c-153,2025-10-12,4,6.37
p-2,l-21,c-12,2025-12-21,19,101.5
p-46,l-16,c-153,2024-06-18,3,7.6
p-34,l-16,c-175,2025-06-15,9,68.39
p-10,l-44,c-178,2024-11-25,2,3.12
p-12,l-24,c-114,2023-08-31,9,20.27
p-12,l-33,c-152,2023-03-18,2,19.37
p-17,l-46,c-45,2025-05-30,6,18.23
p-8,l-37,c-74,2024-10-19,4,19.77
p-48,l-23,c-99,2024-05-12,9,46.82
p-25,l-21,c-47,2024-08-11,19,145.79
p-36,l-37,c-177,2023-07-24,10,60.44
p-23,l-19,c-132,2024-12-11,11,80.17
p-38,l-37,c-107,2023-08-27,9,24.87
p-21,l-23,c-189,2023-06-23,14,51.19
p-26,l-31,c-22,2023-09-18,1,8.52
p-42,l-44,c-97,2025-01-15,10,66.75
p-24,l-27,c-46,2024-11-23,3,21.68
p-17,l-13,c-107,2025-01-17,2,12.7
p-17,l-46,c-50,2023-05-01,3,15.34
p-38,l-15,c-147,2025-06-21,6,7.15
p-50,l-26,c-123,2025-08-30,18,94.24
p-14,l-33,c-188,2024-12-03,14,58.88
p-35,l-38,c-134,2025-03-07,19,141.53
p-41,l-35,c-47,2023-12-22,18,124.7
p-38,l-2,c-128,2025-10-07,3,27.91
p-25,l-34,c-131,2025-12-11,10,18.31
p-14,l-25,c-168,2023-05-12,11,11.68
p-40,l-26,c-144,2023-10-12,5,42.92
p-1,l-15,c-63,2024-04-22,5,19.02
p-33,l-35,c-132,2023-11-15,3,8.14
p-44,l-47,c-32,2024-12-19,5,19.93
p-1,l-28,c-93,2024-10-12,18,82.96
p-3,l-34,c-29,2025-11-29,7,17.52
p-10,l-3,c-184,2023-03-29,5,14.55
p-3,l-29,c-200,2024-11-14,12,35.42
p-44,l-43,c-35,2025-04-09,7,11.46
p-41,l-20,c-163,2023-02-27,9,15.78
p-50,l-38,c-9,2025-03-23,17,48.02
p-46,l-31,c-175,2023-09-30,19,74.8
p-6,l-19,c-41,2024-06-02,3,28.67
p-11,l-20,c-75,2025-11-16,16,41.55
p-19,l-2,c-12,2023-11-16,10,47.2
p-15,l-8,c-199,2024-03-25,14,56.77
p-46,l-36,c-141,2023-03-12,11,18.31
p-16,l-12,c-71,2024-12-27,1,4.13
p-15,l-30,c-77,2023-10-12,18,127.59
p-29,l-20,c-163,2023-09-04,12,28.84
p-12,l-11,c-61,2025-08-09,20,175.12
p-41,l-43,c-82,2023-03-03,3,18.23
p-22,l-49,c-33,2025-03-31,17,156.79
p-41,l-21,c-108,2023-04-09,1,6.63
p-44,l-17,c-200,2023-11-15,6,32.46
p-50,l-43,c-109,2023-11-22,10,63.79
p-19,l-19,c-86,2024-03-22,8,78.64
p-48,l-23,c-109,2023-09-15,19,110.06
p-18,l-6,c-1,2025-01-10,15,120.45
p-7,l-46,c-73,2023-03-22,6,50.18
p-20,l-29,c-87,2024-09-05,12,51.17
p-34,l-26,c-120,2024-05-10,7,27.65
p-33,l-44,c-44,2025-04-25,5,49.12
p-18,l-19,c-147,2024-09-21,6,34.11
p-45,l-26,c-184,2025-05-25,20,57.28
p-7,l-32,c-9,2025-08-25,6,10.38
p-48,l-48,c-66,2024-04-11,15,121.38
p-9,l-1,c-155,2025-12-22,6,40.63
p-18,l-45,c-82,2024-04-29,8,45.96
p-15,l-3,c-129,2024-07-14,20,56.05
p-40,l-40,c-60,2024-03-07,8,59.21
p-33,l-6,c-30,2024-02-20,14,108.87
p-8,l-35,c-182,2025-09-11,16,137.71
p-28,l-19,c-101,2024-09-25,18,53.68
p-48,l-37,c-165,2025-09-20,6,35.51
p-33,l-1,c-124,2024-01-23,8,40.52
p-16,l-17,c-160,2025-06-03,15,109.46
p-7,l-13,c-105,2025-01-03,14,75.62
p-23,l-35,c-24,2024-03-27,8,56.44
p-40,l-48,c-56,2025-10-22,14,116.5
p-19,l-31,c-135,2024-10-09,15,51.49
p-49,l-36,c-80,2025-12-17,1,2.9
p-23,l-42,c-108,2024-08-15,13,110.42
p-29,l-11,c-13,2025-10-01,15,82.19
p-50,l-41,c-90,2025-07-27,5,38.39
p-25,l-24,c-181,2023-06-30,19,144.88
p-1,l-26,c-68,2025-09-21,12,66.23
p-17,l-15,c-61,2025-05-09,6,57.54
p-40,l-45,c-101,2023-04-22,3,5.51
p-14,l-27,c-180,2024-05-13,19,166.83
p-29,l-22,c-17,2024-04-12,19,31.72
p-48,l-49,c-133,2024-11-24,17,26.45
p-27,l-39,c-82,2025-06-20,14,105.23
p-43,l-1,c-16,2024-04-21,1,3.38
p-32,l-7,c-138,2025-08-03,17,126.78
p-3,l-14,c-129,2024-12-12,4,4.03
p-43,l-11,c-48,2024-01-23,4,30.67
p-27,l-32,c-18,2024-05-31,5,35.75
p-31,l-21,c-40,2024-12-09,2,16.49
p-21,l-18,c-116,2023-07-14,13,42.38
p-34,l-21,c-127,2023-07-23,9,15.99
p-23,l-9,c-51,2023-03-28,20,41.84
p-26,l-2,c-67,2024-03-20,12,21.31
p-19,l-20,c-16,2023-07-03,4,37.18
p-5,l-41,c-22,2023-05-10,1,4.73
p-1,l-14,c-179,2024-10-06,19,89.14
p-30,l-7,c-78,2023-09-29,6,37
p-49,l-6,c-16,2025-03-11,17,53.25
p-20,l-30,c-100,2024-12-16,6,57.7
p-19,l-26,c-196,2025-03-26,16,81.28
p-30,l-22,c-120,2023-12-21,3,9.32
p-21,l-30,c-155,2023-09-16,14,126.89
p-22,l-4,c-42,2025-08-08,4,39.36
p-2,l-9,c-164,2025-08-14,10,89.49
p-7,l-25,c-8,2023-07-09,14,95.08
p-23,l-16,c-145,2023-05-02,14,23.95
p-26,l-19,c-32,2025-01-26,14,36.28
p-26,l-6,c-119,2025-01-22,7,68.74
p-47,l-28,c-82,2024-12-21,15,34.41
p-10,l-27,c-91,2024-08-14,17,24.32
p-1,l-43,c-75,2023-12-24,15,139.12
p-24,l-20,c-161,2024-03-26,11,17.25
p-7,l-35,c-172,2024-12-07,12,75.63
p-50,l-17,c-101,2023-01-09,14,94.14
p-48,l-24,c-11,2025-04-14,5,29.27
p-27,l-9,c-156,2024-10-09,13,76.66
p-27,l-7,c-52,2025-02-18,5,31.07
p-5,l-45,c-70,2025-06-11,1,6.41
p-48,l-7,c-74,2025-07-02,4,4.77
p-12,l-33,c-9,2025-07-27,14,95.04
p-44,l-40,c-2,2024-04-09,8,67.86
p-11,l-20,c-145,2024-10-09,14,28.79
p-48,l-17,c-89,2025-10-01,2,11.12
p-47,l-50,c-83,2025-04-28,8,65.09
p-19,l-4,c-9,2023-05-22,20,86.15
p-8,l-42,c-142,2025-07-06,7,46.1
p-49,l-31,c-143,2023-01-10,1,6.87
p-17,l-23,c-65,2024-08-14,17,139.17
p-37,l-7,c-6,2023-09-17,5,47.45
p-12,l-5,c-181,2025-06-24,19,91.73
p-35,l-41,c-84,2024-06-06,6,15.64
p-31,l-16,c-96,2025-01-31,3,22.24
p-39,l-43,c-128,2023-11-10,5,47.58
p-23,l-20,c-107,2025-08-21,12,57.09
p-13,l-28,c-154,2025-11-01,12,20.38
p-28,l-29,c-98,2023-02-22,19,183.21
p-10,l-25,c-106,2024-06-12,10,95.75
p-17,l-11,c-185,2024-07-16,1,5.28
p-15,l-9,c-72,2025-07-13,16,67.95
p-30,l-40,c-52,2025-03-14,7,19.18
p-46,l-31,c-76,2025-09-20,9,29.06
p-1,l-19,c-6,2025-03-02,8,39.4
p-42,l-9,c-1,2024-12-25,5,12.97
p-1,l-21,c-164,2024-12-05,17,29.21
p-13,l-22,c-118,2024-08-20,5,12.1
p-40,l-4,c-73,2025-11-11,7,58.56
p-28,l-20,c-70,2024-04-18,6,46.26
p-34,l-14,c-172,2023-12-19,9,15.6
p-42,l-20,c-52,2023-03-11,19,168.07
p-1,l-6,c-148,2025-10-28,10,50.12
p-7,l-20,c-145,2024-10-06,12,67.63
p-39,l-5,c-141,2024-12-01,1,6.39
p-32,l-35,c-19,2024-05-29,14,76.69
p-21,l-14,c-112,2024-05-28,11,88.84
